Cohort,Animal,Date or Date Range Start,Date Range End,MATRR TissueType Name,Shelf,Drawer,Tower,Box #,Available samples (non reserved),Freezer name
INIA CYNO 1-E,6891,09/27/04,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),4,3,3,6,1,WFU Freezer
INIA CYNO 1-E,6891,09/27/04,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),4,3,3,6,1,WFU Freezer
INIA CYNO 3-E,25058,05/29/08,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),4,4,3,6,1,WFU Freezer
INIA RHESUS NR-C,1475,05/07/07,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),4,6,4,1,2,WFU Freezer
CNSA-E(F),6102,08/01/02,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),4,2,4,1,1,WFU Freezer
INIA CYNO 3-E,25059,05/30/08,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),4,4,4,1,1,WFU Freezer
INIA CYNO 1-E,6892,10/06/04,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),4,3,4,2,1,WFU Freezer
INIA CYNO 1-E,6892,10/06/04,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),4,3,4,2,1,WFU Freezer
INIA CYNO 3-E,25064,05/16/08,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),4,4,4,2,1,WFU Freezer
INIA RHESUS NR-C,1476,05/01/07,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),4,6,4,3,2,WFU Freezer
CNSA-E(F),6301,04/01/03,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),4,2,4,3,1,WFU Freezer
INIA CYNO 1-E,6892,10/06/04,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),4,3,4,3,1,WFU Freezer
INIA CYNO 3-E,25065,05/16/08,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),4,4,4,3,1,WFU Freezer
CNSA-E(M),6101,04/14/03,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),4,1,4,4,1,WFU Freezer
CNSA-E(M),6101,04/14/03,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),4,1,4,4,1,WFU Freezer
INIA CYNO 1-E,6893,09/29/04,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),4,3,4,4,1,WFU Freezer
INIA CYNO 3-E,25072,05/15/08,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),4,4,4,4,1,WFU Freezer
INIA RHESUS MR-C,1477,04/20/07,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),4,6,4,5,2,WFU Freezer
INIA RHESUS MR-C,1477,04/20/07,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),4,6,4,5,0,WFU Freezer
CNSA-E(F),6302,04/03/03,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),4,3,4,5,1,WFU Freezer
INIA CYNO 1-E,6894,10/08/04,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),4,3,4,5,1,WFU Freezer
INIA CYNO 1-E,6894,10/08/04,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),4,3,4,5,1,WFU Freezer
INIA CYNO 3-E,25073,05/15/08,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),4,4,4,5,1,WFU Freezer
INIA CYNO 1-E,6894,10/08/04,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),4,3,4,6,1,WFU Freezer
INIA CYNO 3-C ,25069,05/30/08,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),4,5,4,6,,WFU Freezer
INIA RHESUS NR-C,1474,04/18/07,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),,0,,,,WFU Freezer
INIA RHESUS NR-C,1475,05/07/07,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),,0,,,,WFU Freezer
INIA RHESUS NR-C,1476,05/01/07,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),,0,,,,WFU Freezer
INIA RHESUS MR-C,1483,05/04/07,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),,0,,,,WFU Freezer
CNSA-E(F),4993,07/30/02,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),,0,,,,WFU Freezer
CNSA-E(M),5404,08/07/02,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),,0,,,,WFU Freezer
CNSA-E(M),5497,08/09/02,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),,0,,,,WFU Freezer
CNSA-E(M),5497,08/09/02,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),,0,,,,WFU Freezer
CNSA-E(F),6100,08/05/02,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),,0,,,,WFU Freezer
CNSA-E(M),6101,04/14/03,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),,0,,,,WFU Freezer
CNSA-E(F),6102,08/01/02,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),,0,,,,WFU Freezer
CNSA-E(F),6301,04/01/03,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),,0,,,,WFU Freezer
CNSA-E(F),6302,04/03/03,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),,0,,,,WFU Freezer
CNSA-E(M),6304,04/10/03,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),,0,,,,WFU Freezer
CNSA-E(M),6304,04/10/03,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),,0,,,,WFU Freezer
CNSA-E(M),6305,04/08/03,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),,0,,,,WFU Freezer
CNSA-E(M),6305,04/08/03,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),,0,,,,WFU Freezer
CNSA-E(M),6306,04/16/03,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),,0,,,,WFU Freezer
INIA CYNO 1-E,6895,10/11/04,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),,0,,,,WFU Freezer
CNSA-C(F),7062,03/21/03,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),,0,,,,WFU Freezer
CNSA-C(F),7063,04/26/03,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),,0,,,,WFU Freezer
CNSA-C(F),7064,04/23/03,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),,0,,,,WFU Freezer
CNSA-C(F),7065,04/21/03,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),,0,,,,WFU Freezer
CNSA-C(M),7068,03/17/03,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),,0,,,,WFU Freezer
CNSA-C(M),7068,03/17/03,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),,0,,,,WFU Freezer
CNSA-C(M),7069,03/19/03,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),,0,,,,WFU Freezer
INIA CYNO 3-C ,25061,05/27/08,,Cerebellum (Anterior lobe)|Cerebellum (Posterior lobe)|Cerebellum (Vermis),,0,,,,WFU Freezer
INIA3,25058,05/13/08,05/30/08,Cerebellum (Anterior lobe),1,1,2,4,,OHSU -80 Freezer #3 (Tissue Bank)
INIA3,25059,05/13/08,05/30/08,Cerebellum (Anterior lobe),1,1,2,4,,OHSU -80 Freezer #3 (Tissue Bank)
INIA3,25064,05/13/08,05/30/08,Cerebellum (Anterior lobe),1,1,2,4,,OHSU -80 Freezer #3 (Tissue Bank)
INIA3,25065,05/13/08,05/30/08,Cerebellum (Anterior lobe),1,1,2,4,,OHSU -80 Freezer #3 (Tissue Bank)
INIA3,25072,05/13/08,05/30/08,Cerebellum (Anterior lobe),1,1,2,4,,OHSU -80 Freezer #3 (Tissue Bank)
INIA3,25073,05/13/08,05/30/08,Cerebellum (Anterior lobe),1,1,2,4,,OHSU -80 Freezer #3 (Tissue Bank)
INIA3,25076,05/13/08,05/30/08,Cerebellum (Anterior lobe),1,1,2,4,,OHSU -80 Freezer #3 (Tissue Bank)
INIA3,25077,05/13/08,05/30/08,Cerebellum (Anterior lobe),1,1,2,4,,OHSU -80 Freezer #3 (Tissue Bank)
INIA3,25080,05/13/08,05/30/08,Cerebellum (Anterior lobe),1,1,2,4,,OHSU -80 Freezer #3 (Tissue Bank)
INIA3,25081,05/13/08,05/30/08,Cerebellum (Anterior lobe),1,1,2,4,,OHSU -80 Freezer #3 (Tissue Bank)
INIA3,25084,05/13/08,05/30/08,Cerebellum (Anterior lobe),1,1,2,4,,OHSU -80 Freezer #3 (Tissue Bank)
INIA3,25085,05/13/08,05/30/08,Cerebellum (Anterior lobe),1,1,2,4,,OHSU -80 Freezer #3 (Tissue Bank)
INIA2_Housing,26206,01/13/09,01/22/09,Cerebellum (Anterior lobe),1,3,2,10,,OHSU -80 Freezer #3 (Tissue Bank)
INIA2_Housing,26215,01/13/09,01/22/09,Cerebellum (Anterior lobe),1,3,2,10,,OHSU -80 Freezer #3 (Tissue Bank)
INIA2_Housing,26216,01/13/09,01/22/09,Cerebellum (Anterior lobe),1,3,2,10,,OHSU -80 Freezer #3 (Tissue Bank)
INIA2_Housing,26217,01/13/09,01/22/09,Cerebellum (Anterior lobe),1,3,2,10,,OHSU -80 Freezer #3 (Tissue Bank)
INIA2_Housing,26218,01/13/09,01/22/09,Cerebellum (Anterior lobe),1,3,2,10,,OHSU -80 Freezer #3 (Tissue Bank)
INIA2_Housing,26219,01/13/09,01/22/09,Cerebellum (Anterior lobe),1,3,2,10,,OHSU -80 Freezer #3 (Tissue Bank)
INIA2_Housing,26220,01/13/09,01/22/09,Cerebellum (Anterior lobe),1,3,2,10,,OHSU -80 Freezer #3 (Tissue Bank)
INIA3,25058,05/13/08,05/30/08,Cerebellum (Posterior lobe),1,1,2,4,,OHSU -80 Freezer #3 (Tissue Bank)
INIA3,25059,05/13/08,05/30/08,Cerebellum (Posterior lobe),1,1,2,4,,OHSU -80 Freezer #3 (Tissue Bank)
INIA3,25064,05/13/08,05/30/08,Cerebellum (Posterior lobe),1,1,2,4,,OHSU -80 Freezer #3 (Tissue Bank)
INIA3,25065,05/13/08,05/30/08,Cerebellum (Posterior lobe),1,1,2,4,,OHSU -80 Freezer #3 (Tissue Bank)
INIA3,25072,05/13/08,05/30/08,Cerebellum (Posterior lobe),1,1,2,4,,OHSU -80 Freezer #3 (Tissue Bank)
INIA3,25073,05/13/08,05/30/08,Cerebellum (Posterior lobe),1,1,2,4,,OHSU -80 Freezer #3 (Tissue Bank)
INIA3,25076,05/13/08,05/30/08,Cerebellum (Posterior lobe),1,1,2,4,,OHSU -80 Freezer #3 (Tissue Bank)
INIA3,25077,05/13/08,05/30/08,Cerebellum (Posterior lobe),1,1,2,4,,OHSU -80 Freezer #3 (Tissue Bank)
INIA3,25080,05/13/08,05/30/08,Cerebellum (Posterior lobe),1,1,2,4,,OHSU -80 Freezer #3 (Tissue Bank)
INIA3,25081,05/13/08,05/30/08,Cerebellum (Posterior lobe),1,1,2,4,,OHSU -80 Freezer #3 (Tissue Bank)
INIA3,25084,05/13/08,05/30/08,Cerebellum (Posterior lobe),1,1,2,4,,OHSU -80 Freezer #3 (Tissue Bank)
INIA3,25085,05/13/08,05/30/08,Cerebellum (Posterior lobe),1,1,2,4,,OHSU -80 Freezer #3 (Tissue Bank)
INIA2_Housing,26206,01/13/09,01/22/09,Cerebellum (Posterior lobe),1,3,2,10,,OHSU -80 Freezer #3 (Tissue Bank)
INIA2_Housing,26215,01/13/09,01/22/09,Cerebellum (Posterior lobe),1,3,2,10,,OHSU -80 Freezer #3 (Tissue Bank)
INIA2_Housing,26216,01/13/09,01/22/09,Cerebellum (Posterior lobe),1,3,2,10,,OHSU -80 Freezer #3 (Tissue Bank)
INIA2_Housing,26217,01/13/09,01/22/09,Cerebellum (Posterior lobe),1,3,2,10,,OHSU -80 Freezer #3 (Tissue Bank)
INIA2_Housing,26218,01/13/09,01/22/09,Cerebellum (Posterior lobe),1,3,2,10,,OHSU -80 Freezer #3 (Tissue Bank)
INIA2_Housing,26219,01/13/09,01/22/09,Cerebellum (Posterior lobe),1,3,2,10,,OHSU -80 Freezer #3 (Tissue Bank)
INIA2_Housing,26220,01/13/09,01/22/09,Cerebellum (Posterior lobe),1,3,2,10,,OHSU -80 Freezer #3 (Tissue Bank)
INIA3,25058,05/13/08,05/30/08,Cerebellum (Vermis),1,1,2,4,,OHSU -80 Freezer #3 (Tissue Bank)
INIA3,25059,05/13/08,05/30/08,Cerebellum (Vermis),1,1,2,4,,OHSU -80 Freezer #3 (Tissue Bank)
INIA3,25064,05/13/08,05/30/08,Cerebellum (Vermis),1,1,2,4,,OHSU -80 Freezer #3 (Tissue Bank)
INIA3,25065,05/13/08,05/30/08,Cerebellum (Vermis),1,1,2,4,,OHSU -80 Freezer #3 (Tissue Bank)
INIA3,25072,05/13/08,05/30/08,Cerebellum (Vermis),1,1,2,4,,OHSU -80 Freezer #3 (Tissue Bank)
INIA3,25073,05/13/08,05/30/08,Cerebellum (Vermis),1,1,2,4,,OHSU -80 Freezer #3 (Tissue Bank)
INIA3,25076,05/13/08,05/30/08,Cerebellum (Vermis),1,1,2,4,,OHSU -80 Freezer #3 (Tissue Bank)
INIA3,25077,05/13/08,05/30/08,Cerebellum (Vermis),1,1,2,4,,OHSU -80 Freezer #3 (Tissue Bank)
INIA3,25080,05/13/08,05/30/08,Cerebellum (Vermis),1,1,2,4,,OHSU -80 Freezer #3 (Tissue Bank)
INIA3,25081,05/13/08,05/30/08,Cerebellum (Vermis),1,1,2,4,,OHSU -80 Freezer #3 (Tissue Bank)
INIA3,25084,05/13/08,05/30/08,Cerebellum (Vermis),1,1,2,4,,OHSU -80 Freezer #3 (Tissue Bank)
INIA3,25085,05/13/08,05/30/08,Cerebellum (Vermis),1,1,2,4,,OHSU -80 Freezer #3 (Tissue Bank)
INIA2,25086,04/13/09,04/24/09,Spinal cord (Cervical),2,4,6,14,,OHSU -80 Freezer #3 (Tissue Bank)
INIA2,25087,04/13/09,04/24/09,Spinal cord (Cervical),2,4,6,14,,OHSU -80 Freezer #3 (Tissue Bank)
INIA2,25090,04/13/09,04/24/09,Spinal cord (Cervical),2,4,6,14,,OHSU -80 Freezer #3 (Tissue Bank)
INIA2,25091,04/13/09,04/24/09,Spinal cord (Cervical),2,4,6,14,,OHSU -80 Freezer #3 (Tissue Bank)
INIA2,25093,04/13/09,04/24/09,Spinal cord (Cervical),2,4,6,14,,OHSU -80 Freezer #3 (Tissue Bank)
INIA2,25094,04/13/09,04/24/09,Spinal cord (Cervical),2,4,6,14,,OHSU -80 Freezer #3 (Tissue Bank)
INIA2,25095,04/13/09,04/24/09,Spinal cord (Cervical),2,4,6,14,,OHSU -80 Freezer #3 (Tissue Bank)
INIA2,25096,04/13/09,04/24/09,Spinal cord (Cervical),2,4,6,14,,OHSU -80 Freezer #3 (Tissue Bank)
INIA2,25097,04/13/09,04/24/09,Spinal cord (Cervical),2,4,6,14,,OHSU -80 Freezer #3 (Tissue Bank)
INIA2,25098,04/13/09,04/24/09,Spinal cord (Cervical),2,4,6,14,,OHSU -80 Freezer #3 (Tissue Bank)
INIA2,25099,04/13/09,04/24/09,Spinal cord (Cervical),2,4,6,14,,OHSU -80 Freezer #3 (Tissue Bank)
INIA2,25100,04/13/09,04/24/09,Spinal cord (Cervical),2,4,6,14,,OHSU -80 Freezer #3 (Tissue Bank)
CNSA-C(M),7068,03/17/03,,Artery (Brain),4,2,2,3,1,WFU Freezer
INIA RHESUS MR-C,1478,04/13/07,,Corpus callosum,3,1,1,1,1,WFU Freezer
INIA RHESUS MR-E,1466,10/03/05,,Corpus callosum,4,6,1,2,1,WFU Freezer
CLONING-C,4889,01/19/05,,Corpus callosum,4,1,1,2,1,WFU Freezer
CNSA-E(M),6305,04/08/03,,Corpus callosum,4,2,1,2,1,WFU Freezer
INIA CYNO 1-E,6895,10/11/04,,Corpus callosum,4,4,1,2,1,WFU Freezer
CNSA-C(F),7062,03/21/03,,Corpus callosum,4,3,1,2,1,WFU Freezer
INIA RHESUS NR-C,1479,04/09/07,,Corpus callosum,3,1,1,3,1,WFU Freezer
CNSA-E(M),6306,04/16/03,,Corpus callosum,4,2,1,3,1,WFU Freezer
INIA RHESUS NR-E,1467,09/26/05,,Corpus callosum,4,6,1,4,1,WFU Freezer
CLONING-C,6107,01/21/05,,Corpus callosum,4,1,1,4,1,WFU Freezer
INIA CYNO 1-E,6896,10/13/04,,Corpus callosum,4,5,1,4,1,WFU Freezer
CNSA-C(F),7063,04/26/03,,Corpus callosum,4,3,1,4,1,WFU Freezer
INIA RHESUS NR-E,1468,09/28/05,,Corpus callosum,4,6,1,5,1,WFU Freezer
INIA RHESUS NR-C,1480,04/11/07,,Corpus callosum,3,1,1,5,1,WFU Freezer
CNSA-C(F),7064,04/23/03,,Corpus callosum,4,3,1,6,1,WFU Freezer
CNSA-C(M),7066,03/24/03,,Corpus callosum,4,2,1,6,1,WFU Freezer
INIA RHESUS MR-E,1469,09/30/05,,Corpus callosum,4,6,2,1,1,WFU Freezer
INIA RHESUS MR-C,1481,04/25/07,,Corpus callosum,3,1,2,1,1,WFU Freezer
CLONING-C,2391,02/15/05,,Corpus callosum,4,1,2,1,1,WFU Freezer
CNSA-C(F),7065,04/21/03,,Corpus callosum,4,3,2,2,1,WFU Freezer
CNSA-C(M),7067,03/26/03,,Corpus callosum,4,2,2,2,1,WFU Freezer
INIA RHESUS MR-E,1470,10/05/05,,Corpus callosum,4,6,2,3,1,WFU Freezer
INIA RHESUS MR-C,1482,04/16/07,,Corpus callosum,3,1,2,3,1,WFU Freezer
CLONING-C,2661,02/10/05,,Corpus callosum,4,1,2,4,1,WFU Freezer
CNSA-C(M),7068,03/17/03,,Corpus callosum,4,2,2,4,1,WFU Freezer
INIA RHESUS MR-E,1471,10/07/05,,Corpus callosum,4,6,2,5,1,WFU Freezer
INIA RHESUS MR-C,1483,05/04/07,,Corpus callosum,3,1,2,5,1,WFU Freezer
INIA CYNO 1-E,6886,10/15/04,,Corpus callosum,4,3,2,5,1,WFU Freezer
CNSA-C(M),7069,03/19/03,,Corpus callosum,4,2,2,5,1,WFU Freezer
INIA RHESUS NR-E,1472,10/11/05,,Corpus callosum,4,6,3,1,1,WFU Freezer
CLONING-C,6803,01/05/05,,Corpus callosum,4,1,3,1,1,WFU Freezer
INIA CYNO 1-E,6888,10/18/04,,Corpus callosum,4,3,3,2,1,WFU Freezer
INIA RHESUS NR-E,1473,10/14/05,,Corpus callosum,4,6,3,3,1,WFU Freezer
CLONING-C,6808,01/13/05,,Corpus callosum,4,1,3,3,1,WFU Freezer
INIA RHESUS NR-C,1474,04/18/07,,Corpus callosum,4,6,3,5,1,WFU Freezer
CNSA-E(M),5404,08/07/02,,Corpus callosum,4,1,3,5,1,WFU Freezer
CNSA-E(F),6100,08/05/02,,Corpus callosum,4,2,3,5,1,WFU Freezer
INIA CYNO 1-E,6889,10/04/04,,Corpus callosum,4,3,3,5,1,WFU Freezer
INIA RHESUS NR-C,1475,05/07/07,,Corpus callosum,4,6,4,1,1,WFU Freezer
INIA CYNO 1-E,6891,09/27/04,,Corpus callosum,4,3,4,1,1,WFU Freezer
CNSA-E(M),5497,08/09/02,,Corpus callosum,4,1,4,2,1,WFU Freezer
INIA RHESUS NR-C,1476,05/01/07,,Corpus callosum,4,6,4,3,1,WFU Freezer
INIA CYNO 1-E,6892,10/06/04,,Corpus callosum,4,3,4,3,1,WFU Freezer
CNSA-E(F),6301,04/01/03,,Corpus callosum,4,2,4,4,1,WFU Freezer
INIA RHESUS MR-C,1477,04/20/07,,Corpus callosum,4,6,4,5,1,WFU Freezer
CNSA-E(F),6302,04/03/03,,Corpus callosum,4,2,4,6,1,WFU Freezer
CNSA-E(M),6304,04/10/03,,Corpus callosum,4,1,4,6,1,WFU Freezer
INIA CYNO 1-E,6894,10/08/04,,Corpus callosum,4,3,4,6,1,WFU Freezer
INIA VERVET HC 1-C,1056,08/06/10,,Cortex (Lateral orbital)|Cortex (Occipital)|Cortex (Orbital frontal)|Cortex (Prefrontal),4,1,1,1,1,WFU Freezer
INIA RHESUS MR-E,1466,10/03/05,,Cortex (Lateral orbital)|Cortex (Occipital)|Cortex (Orbital frontal)|Cortex (Prefrontal),4,6,1,1,2,WFU Freezer
 CNSA CYNO OTHER,4892,03/15/04,,Cortex (Lateral orbital)|Cortex (Occipital)|Cortex (Orbital frontal)|Cortex (Prefrontal),4,1,1,1,1,WFU Freezer
INIA CYNO 1-E,6895,10/11/04,,Cortex (Lateral orbital)|Cortex (Occipital)|Cortex (Orbital frontal)|Cortex (Prefrontal),4,4,1,1,2,WFU Freezer
INIA CYNO 2-C SA,26207,,,Cortex (Lateral orbital)|Cortex (Occipital)|Cortex (Orbital frontal)|Cortex (Prefrontal),4,1,1,1,1,WFU Freezer
INIA RHESUS MR-C,1478,04/13/07,,Cortex (Lateral orbital)|Cortex (Occipital)|Cortex (Orbital frontal)|Cortex (Prefrontal),3,1,1,2,1,WFU Freezer
INIA RHESUS NR-E,1467,09/26/05,,Cortex (Lateral orbital)|Cortex (Occipital)|Cortex (Orbital frontal)|Cortex (Prefrontal),4,6,1,3,1,WFU Freezer
CLONING-C,4889,01/19/05,,Cortex (Lateral orbital)|Cortex (Occipital)|Cortex (Orbital frontal)|Cortex (Prefrontal),4,1,1,3,1,WFU Freezer
INIA CYNO 1-E,6896,10/13/04,,Cortex (Lateral orbital)|Cortex (Occipital)|Cortex (Orbital frontal)|Cortex (Prefrontal),4,5,1,3,2,WFU Freezer
INIA RHESUS NR-C,1479,04/09/07,,Cortex (Lateral orbital)|Cortex (Occipital)|Cortex (Orbital frontal)|Cortex (Prefrontal),3,1,1,4,1,WFU Freezer
CNSA-E(M),6306,04/16/03,,Cortex (Lateral orbital)|Cortex (Occipital)|Cortex (Orbital frontal)|Cortex (Prefrontal),4,2,1,4,0,WFU Freezer
CLONING-C,6107,01/21/05,,Cortex (Lateral orbital)|Cortex (Occipital)|Cortex (Orbital frontal)|Cortex (Prefrontal),4,1,1,5,1,WFU Freezer
CNSA-C(M),7066,03/24/03,,Cortex (Lateral orbital)|Cortex (Occipital)|Cortex (Orbital frontal)|Cortex (Prefrontal),4,2,1,5,0,WFU Freezer
INIA RHESUS NR-E,1468,09/28/05,,Cortex (Lateral orbital)|Cortex (Occipital)|Cortex (Orbital frontal)|Cortex (Prefrontal),4,6,1,6,1,WFU Freezer
INIA RHESUS NR-C,1480,04/11/07,,Cortex (Lateral orbital)|Cortex (Occipital)|Cortex (Orbital frontal)|Cortex (Prefrontal),3,1,1,6,1,WFU Freezer
 CNSA CYNO OTHER,3220,03/17/04,,Cortex (Lateral orbital)|Cortex (Occipital)|Cortex (Orbital frontal)|Cortex (Prefrontal),4,1,1,6,1,WFU Freezer
CNSA-C(M),7067,03/26/03,,Cortex (Lateral orbital)|Cortex (Occipital)|Cortex (Orbital frontal)|Cortex (Prefrontal),4,2,2,1,0,WFU Freezer
INIA RHESUS MR-E,1469,09/30/05,,Cortex (Lateral orbital)|Cortex (Occipital)|Cortex (Orbital frontal)|Cortex (Prefrontal),4,6,2,2,1,WFU Freezer
INIA RHESUS MR-C,1481,04/25/07,,Cortex (Lateral orbital)|Cortex (Occipital)|Cortex (Orbital frontal)|Cortex (Prefrontal),3,1,2,2,1,WFU Freezer
CLONING-C,2391,02/15/05,,Cortex (Lateral orbital)|Cortex (Occipital)|Cortex (Orbital frontal)|Cortex (Prefrontal),4,1,2,2,1,WFU Freezer
INIA RHESUS MR-E,1470,10/05/05,,Cortex (Lateral orbital)|Cortex (Occipital)|Cortex (Orbital frontal)|Cortex (Prefrontal),4,6,2,3,0,WFU Freezer
CLONING-C,2443,05/23/02,,Cortex (Lateral orbital)|Cortex (Occipital)|Cortex (Orbital frontal)|Cortex (Prefrontal),4,1,2,3,2,WFU Freezer
INIA RHESUS MR-C,1482,04/16/07,,Cortex (Lateral orbital)|Cortex (Occipital)|Cortex (Orbital frontal)|Cortex (Prefrontal),3,1,2,4,1,WFU Freezer
CLONING-C,2661,02/10/05,,Cortex (Lateral orbital)|Cortex (Occipital)|Cortex (Orbital frontal)|Cortex (Prefrontal),4,1,2,4,1,WFU Freezer
INIA CYNO 1-E,6886,10/15/04,,Cortex (Lateral orbital)|Cortex (Occipital)|Cortex (Orbital frontal)|Cortex (Prefrontal),4,3,2,4,2,WFU Freezer
INIA RHESUS MR-E,1471,10/07/05,,Cortex (Lateral orbital)|Cortex (Occipital)|Cortex (Orbital frontal)|Cortex (Prefrontal),4,6,2,6,1,WFU Freezer
INIA RHESUS MR-C,1483,05/04/07,,Cortex (Lateral orbital)|Cortex (Occipital)|Cortex (Orbital frontal)|Cortex (Prefrontal),3,1,2,6,1,WFU Freezer
CLONING-C,2698,05/22/02,,Cortex (Lateral orbital)|Cortex (Occipital)|Cortex (Orbital frontal)|Cortex (Prefrontal),4,1,2,6,1,WFU Freezer
INIA CYNO 1-E,6887,10/20/04,,Cortex (Lateral orbital)|Cortex (Occipital)|Cortex (Orbital frontal)|Cortex (Prefrontal),4,3,2,6,1,WFU Freezer
CLONING-C,6803,01/05/05,,Cortex (Lateral orbital)|Cortex (Occipital)|Cortex (Orbital frontal)|Cortex (Prefrontal),4,1,3,1,1,WFU Freezer
INIA RHESUS NR-E,1472,10/11/05,,Cortex (Lateral orbital)|Cortex (Occipital)|Cortex (Orbital frontal)|Cortex (Prefrontal),4,6,3,2,1,WFU Freezer
INIA CYNO 1-E,6888,10/18/04,,Cortex (Lateral orbital)|Cortex (Occipital)|Cortex (Orbital frontal)|Cortex (Prefrontal),4,3,3,2,2,WFU Freezer
CNSA-E(F),6098,08/14/02,,Cortex (Lateral orbital)|Cortex (Occipital)|Cortex (Orbital frontal)|Cortex (Prefrontal),4,2,3,3,1,WFU Freezer
CLONING-C,6808,01/13/05,,Cortex (Lateral orbital)|Cortex (Occipital)|Cortex (Orbital frontal)|Cortex (Prefrontal),4,1,3,3,1,WFU Freezer
INIA RHESUS NR-E,1473,10/14/05,,Cortex (Lateral orbital)|Cortex (Occipital)|Cortex (Orbital frontal)|Cortex (Prefrontal),4,6,3,4,1,WFU Freezer
CNSA-E(M),5404,08/07/02,,Cortex (Lateral orbital)|Cortex (Occipital)|Cortex (Orbital frontal)|Cortex (Prefrontal),4,1,3,4,2,WFU Freezer
