"SAMPLE_NAME","OHSU-00001","OHSU-00002","OHSU-00003","OHSU-00004","OHSU-00005","OHSU-00006","OHSU-00007","OHSU-00008","OHSU-00009","OHSU-00010","OHSU-00011","OHSU-00012","OHSU-00013","OHSU-00014","OHSU-00015","OHSU-00016","OHSU-00017","OHSU-00018","OHSU-00019","OHSU-00020","OHSU-00021","OHSU-00022","OHSU-00023","OHSU-00024","OHSU-00025","OHSU-00026","OHSU-00027","OHSU-00028","OHSU-00029","OHSU-00030"
"glutamate",1.101877,0.993286,0.99555,0.798736,1.322988,1.10229,1.326161,1.246226,0.90899,1.037082,1.007308,1.19432,1.149746,0.965526,0.946002,0.904463,1.276037,1.427223,1.1096,1.018778,0.705327,0.801408,1.182336,0.952991,0.663166,0.761159,0.71857,1.00445,0.798401,0.616872
"glutamine",0.806297,0.816624,0.545275,0.9467,0.595431,0.813548,0.381692,0.661577,0.867341,0.841412,1.123046,0.782851,0.738779,1.107581,0.901551,1.24257,0.434888,1.087335,1.07281,1.24675,1.471469,1.383503,1.113503,1.312952,1.18104,1.368379,0.80555,1.0533,1.222346,1.571459
"glutarate (pentanedioate)",0.796418,1.207182,0.393282,1.692898,1.5971,0.615009,0.77652,0.393282,0.705453,1.044203,1.498226,0.393282,1.814232,0.393282,0.393282,0.393282,2.57687,0.393282,1,0.393282,0.393282,0.393282,2.543801,0.393282,0.393282,0.393282,0.68944,0.393282,0.723409,0.666935
"glycerate",1.069249,1.148107,0.79902,0.919321,1.337921,0.726339,1.083472,0.77504,1.168847,0.660083,1.05236,0.98592,1.434187,0.898517,1.271792,0.863577,1.225966,1.019377,0.948365,0.548295,0.790955,1.265706,1.404701,1.01408,1.038042,0.793421,0.806431,0.793739,1.047707,0.517656
"glycerol",1.297206,1.56848,1.283706,1.464738,1.167503,1.320315,1.589944,1.703285,1.081456,1.294937,0.849533,0.956733,1.035953,1.099834,0.698835,0.870056,1.129855,0.821247,0.964047,0.690617,0.763249,0.748671,0.850378,1.132273,0.819953,0.917312,0.909589,0.952925,1.041677,0.816721
"glycerol 2-phosphate",1.050843,0.4137,0.897535,0.4137,0.812043,0.4137,0.867846,1.617091,0.869633,0.949157,1.453291,0.887491,1.963887,0.4137,1.103111,1.317431,0.4137,0.4137,0.496797,0.4137,0.4137,0.908407,0.4137,1.599643,0.4137,2.091543,0.4137,0.4137,1.540494,0.4137
"glycerol 3-phosphate (G3P)",1.313145,0.986923,0.91365,1.064433,1.037498,0.626765,0.886915,0.885346,0.697548,0.781059,0.925618,1.347727,1.816141,0.972573,1.013077,1.147682,1.92143,0.712199,1.095518,0.877456,0.822779,1.668455,0.916808,1.616972,1.302367,1.328831,1.10467,0.772034,1.107649,0.746051
"glycerophosphorylcholine (GPC)",0.895426,1.083866,0.980335,1.112672,1.050727,0.688885,0.676386,0.993009,1.135923,0.961548,1.065751,1.163368,0.997338,1.002662,1.022892,1.103281,1.037216,1.155244,1.261073,0.880609,0.47524,0.878764,0.690346,1.354453,0.798158,0.830227,0.333219,1.085064,1.044729,0.73612
"glycine",1.190273,1.195298,0.843673,0.89426,1.050383,0.922284,0.628305,0.896506,0.951102,0.887939,2.021134,0.942593,1.010653,0.879536,0.839393,1.10391,0.747339,1.855608,1.516217,0.697092,1.153062,0.989347,1.02497,0.71813,1.39239,1.070779,1.29336,0.95617,1.170113,1.470598
"glycocholate",1.255075,0.36003,0.131499,0.237507,1.133483,0.344957,0.161888,0.179128,0.17795,0.181786,1.672707,11.503263,6.609221,0.636499,0.140023,3.110977,3.772064,1.916387,0.866517,0.283726,2.468944,3.702827,0.864945,1.781672,1.161758,1.809083,5.086038,1.259494,0.643831,0.127797
"glycodeoxycholate",3.592105,0.466125,0.11455,1.023102,3.766252,1.048823,0.321515,0.327625,0.316326,0.884749,2.913952,5.981671,4.803254,0.593249,0.40511,5.232716,1.677784,0.976898,0.370678,0.468508,4.366817,3.291345,0.264648,1.404739,1.49203,1.709718,1.632141,0.508946,0.408596,0.384609
"glycolate (hydroxyacetate)",1.14409,1.040941,0.908773,1.27062,1.050471,0.911288,1.057374,1.243852,1.110894,0.952221,0.801535,0.960503,1.262952,1.162495,0.855298,0.709921,1.04108,0.968303,1.119986,1.019479,0.81818,0.842484,1.339666,1.157749,1.161579,0.826512,0.963098,0.562348,0.897759,0.980521
"glycolithocholate",1.830742,0.819441,0.364309,0.643471,2.250634,0.90328,0.484794,0.690533,0.433694,0.814034,0.92966,3.749179,5.697413,1.799487,1.474446,2.192846,1.808536,1.865309,0.482934,0.848988,0.960293,3.182024,1.039707,1.341408,1.968142,1.710355,1.535119,0.891687,0.868103,0.518
"glycolithocholate sulfate*",1.268376,1.326953,0.757147,0.916971,0.960612,0.757147,0.846875,0.757147,0.757147,0.757147,0.757147,2.862196,2.13798,0.757147,0.757147,1.039388,0.808317,0.757147,0.757147,0.757147,0.757147,1.903198,1.184414,0.792255,0.757147,0.76991,0.757147,0.757147,0.757147,0.757147
"glycyltyrosine",0.464072,0.464072,0.464072,0.464072,0.464072,0.464072,0.464072,0.464072,0.464072,0.464072,0.464072,2.684396,0.464072,0.562662,0.464072,0.700349,1.302483,1.885815,0.997283,0.464072,1.48145,1.016415,0.464072,0.824525,0.565709,1,0.464072,0.464072,1.696757,0.464072
"heme*",1.416724,1.143124,1.311257,0.502637,3.425754,0.509034,0.519772,0.689521,1.409314,1.255465,0.951383,0.475748,1.506018,0.876021,0.956004,1.356402,0.468166,2.871503,1.002337,0.46278,1.579075,0.991468,1.414046,0.593231,1.031675,1.69057,0.713637,2.404627,0.997663,0.448695
"heptanoate (7:0)",0.894463,1.007914,1.330962,1.003338,0.76517,0.813626,1.2019,1.071754,1.034021,0.655816,0.871176,1.817967,1.848016,1.043563,0.807784,0.621161,2.481193,0.642327,1.044275,0.538519,0.812759,0.955969,0.799063,1.447693,0.996662,0.711055,1.213032,1.1977,1.109011,0.595199
"hexadecanedioate",1.46169,3.403405,0.723265,0.860332,0.692287,1.704086,1.131932,2.681396,1.397973,1.397791,1.250217,0.851377,1.064922,0.808079,0.700309,0.688337,1.642355,1.193595,1.205725,0.988396,1.283067,0.920917,0.886828,0.66773,0.685062,0.968162,1.293996,0.884901,1.011604,0.723755
"hexanoylcarnitine",1.426607,1.287033,1.186285,1.807075,1.132405,1.250556,1.88612,1,0.843822,0.934921,0.716205,1.080647,1.181418,0.807553,0.794664,0.681888,2.028672,0.485392,0.77681,0.485392,1.6083,0.835668,1.235604,1.400954,0.980555,0.829986,2.092595,0.981275,0.907645,0.545422
"hippurate",0.685168,0.807341,0.745184,0.954356,0.672748,0.614156,0.905807,0.644788,0.658015,0.399647,0.99145,1.374428,1.615257,1.392572,1.968165,0.624612,3.734591,1.00855,1.202466,1.326872,0.822315,1.389574,2.145271,1.215771,2.400836,0.954858,2.781689,0.908396,1.164627,1.130945
"histidine",1.040751,0.972501,0.867209,0.983301,0.954298,0.997707,0.927372,0.838568,0.956288,0.984304,1.171068,0.88742,1.002293,1.092695,1.095585,1.121882,0.982107,1.064412,1.044816,1.195428,1.066731,1.021577,0.990295,0.987788,1.065392,1.014685,1.15662,0.888202,0.958033,1.159096
"homostachydrine*",0.201001,0.201001,0.201001,0.201001,0.201001,0.201001,0.201001,0.201001,0.201001,0.201001,0.569165,0.878229,3.734174,1.328204,0.715214,0.489876,1.847556,1.341029,0.855912,1.867062,0.523735,1.153304,1.186736,1.121771,1.12928,0.404837,2.361988,0.201001,0.608257,0.733317
"HWESASXX*",1.582173,0.982575,0.269903,0.318256,1.378282,1.933012,0.077524,0.408235,0.895705,0.568332,1.358242,8.459828,0.863897,0.665263,1.112855,4.253472,1.017425,0.553423,2.106657,0.612173,0.924336,10.228331,3.373416,3.430626,1.151041,6.932985,0.678016,0.832062,2.727939,0.593179
"HXGXA*",1.480942,1.148209,0.355892,0.497524,1.285855,2.077888,0.08904,0.46961,1.009276,0.911993,0.801949,5.56924,1.433644,0.990724,0.593701,1.941574,1.364885,0.40299,1.45482,0.750946,0.56954,6.70846,3.027487,4.299911,1.165058,4.768379,0.822391,0.375673,0.906749,0.944623
"hydroxyisovaleroyl carnitine",1.393368,0.430179,0.406424,0.720058,0.87417,0.586038,0.705112,0.423528,0.76549,0.723399,1.5097,0.713644,0.651735,1.244659,1.263639,0.724078,1.56331,0.999743,1.234255,1.51148,1.9551,0.702959,1.033762,1.154645,1.268698,1.000257,1.546821,0.847609,1.064891,1.354695
"hypoxanthine",0.336985,2.150946,1.056738,2.898592,0.540226,0.580892,0.336985,2.584339,2.219992,2.194779,0.336985,0.336985,0.336985,1.366711,0.526617,0.558689,0.64659,1.503798,1.973839,0.994662,0.458352,1,0.336985,0.97655,0.336985,0.346444,0.352603,0.336985,1.006282,2.676522
"iminodiacetate (IDA)",1.03545,0.956902,0.656566,1.043685,0.917882,0.776376,0.829194,0.95111,1.082062,0.892618,1.179034,1.032667,1.209674,1.114085,0.949285,1.007067,1.280795,1.281987,1.20657,0.992933,0.801053,0.941646,0.859296,1.048262,1.075995,0.822827,1.126271,0.814675,0.831602,1.132671
"indoleacetate",0.870444,0.870147,0.837959,1.510569,0.783421,1.154756,0.723187,0.511272,0.961329,0.937953,1.019966,1.31858,0.998948,1.378307,0.933802,0.815733,1.405191,1.000406,1.08736,1.125987,1.44286,0.729878,0.999594,1.405089,1.359709,0.812846,2.037794,0.862458,1.280186,1.423659
"indolelactate",0.993532,0.362768,0.480683,0.580388,0.588366,0.879236,0.855582,1.006468,1.212906,0.770956,1.406921,0.362768,1.145892,0.9258,0.362768,0.762259,1.604979,2.184514,1.163857,0.362768,0.792344,0.671591,1.798543,0.672079,1.980378,0.362768,2.156005,1.330832,1.423924,1.216231
"indolepropionate",0.690825,0.648395,0.816795,0.692563,1.25732,0.86013,0.898644,0.597957,0.815384,0.523494,0.871973,1.003016,0.676805,1.045148,1.088433,1.156239,0.996984,1.234785,1.450811,2.155266,0.944165,1.647384,1.686047,0.958253,4.415818,1.027455,0.873044,1.220627,1.492119,1.151984
"inosine",0.518267,0.520267,0.518267,0.518267,0.518267,0.518267,0.518267,0.518267,0.518267,2.264328,0.518267,0.518267,0.518267,1,0.518267,0.518267,0.518267,0.518267,0.518267,0.518267,0.518267,0.518267,0.518267,0.518267,0.518267,0.518267,0.518267,0.518267,0.518267,3.424197
"Isobar: 2-propylpentanoic acid, 2-ethylhexanoic acid",0.61839,0.817954,0.816143,0.67442,0.697843,0.494714,0.816027,0.634795,0.772065,0.489454,1.015072,1.05974,1.503937,1.085231,1.087385,0.727969,1.395073,0.796356,1.43652,0.652315,0.984928,1.289081,1.156009,1.572822,1.170236,1.015801,1.153468,1.470649,1.816063,0.584398
"isobutyrylcarnitine",1.419769,1.385711,1.002827,1.142441,0.988084,0.783641,0.785812,0.973702,0.997173,0.829701,1.713156,0.394352,0.948766,0.69084,1.70321,0.705395,0.953587,0.852691,1.665627,1.713451,1.494965,0.681484,1.781318,1.13755,1.880154,0.807537,1.8434,0.768562,1.349651,1.731467
"isobutyrylglycine",1.619617,1.457548,1.124918,0.927913,1.260999,1.053041,0.873045,0.78798,0.811674,0.700553,1.001799,0.700553,1.190696,0.854447,0.964647,0.700553,0.705893,1.348073,1.335685,1.084959,0.700553,0.813828,1.194949,0.977404,0.700553,1.482686,0.723572,0.998201,1.381407,0.865615
"isoleucine",1.036105,0.92808,0.745811,0.789241,0.888306,0.807458,0.93495,0.866131,0.872331,0.967457,1.290745,0.844723,1.045202,1.089752,1.032543,0.829857,1.135901,1.133225,1.371716,1.249084,1.190301,1.055826,1.187184,0.859422,0.93102,0.947121,1.066406,0.946635,1.033815,1.139652
"isovalerate",3.36089,2.955153,3.315723,2.887626,2.608865,1.791643,2.517015,1.237885,1.712786,1.243321,0.864999,1.214482,1.572492,0.960952,1.039048,0.853374,0.78467,1.412055,1.494376,0.583844,0.400303,0.350132,0.566128,0.710966,0.373209,0.599906,0.503564,0.488338,0.561309,0.296013
"isovalerylcarnitine",0.987205,0.88337,0.604121,0.963591,0.706192,0.540877,0.659759,0.60174,0.476692,0.532276,1.538406,0.984149,1.012795,1.481293,1.635057,0.86474,1.026293,0.801757,1.133985,1.124161,2.347538,0.823571,2.285046,1.578722,2.01063,1.084397,3.239406,1.295761,0.952151,1.535796
"isovalerylglycine",0.718775,0.95596,1.020609,1.037468,0.841807,0.843258,0.921269,0.833526,0.937145,0.658582,1.232676,0.658582,0.834214,0.99113,1.107441,1.040588,1.446238,0.988364,1.868099,1,1.60527,1.074702,1.482734,1.174929,1.219211,1.342853,0.982302,0.929212,1.766064,0.955442
"kaempferol 3-O-beta-glucoside",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"kynurenine",0.988832,1.229909,1.080343,1.282403,0.731659,0.867387,1.774895,1.872437,1.307331,0.840474,0.94911,0.42012,1.064445,0.933129,0.683971,0.690027,1.32271,2.034477,1.080043,0.902046,1.011169,0.554204,1.251045,0.804225,0.737669,0.767725,1.287346,1.225857,0.848816,1.101035
"lactate",0.781365,1.838812,0.501211,1.426145,0.513819,1.00278,0.951557,1.112643,1.848535,1.157034,1.015657,0.827322,0.509069,0.951777,0.455653,1.317402,1.037189,0.871438,1.436401,0.775638,0.595053,0.691056,1.373996,0.952137,0.912116,0.99722,1.10243,1.139879,1.16818,1.054149
"laurate (12:0)",0.998827,1.108606,1.346166,1.194612,0.89799,0.972112,1.28404,0.967305,1.186388,0.825365,1.070367,1.001173,1.173873,0.958042,0.948266,0.809591,1.17827,0.915281,1.139511,0.71579,0.879858,0.992188,1.022534,1.107041,1.091345,0.841586,0.977809,1.122218,1.07838,0.761616
"laurylcarnitine",1.480089,1.62011,0.955706,1.841176,1.202568,1.507314,1.937956,1.123647,1,1.997323,0.355342,0.926795,1.322207,0.807776,0.355342,0.974916,1.289432,0.526368,0.355342,0.504273,2.2051,1.016305,0.823739,0.706337,0.778577,1.049461,0.425033,0.652193,0.355342,0.487682
"leucine",0.908152,0.797899,0.572299,0.707767,0.796118,0.643243,0.826582,0.73332,0.794699,0.971706,1.2101,0.721594,1.183709,1.135132,1.079374,0.80506,1.126717,1.251286,1.267198,1.309784,1.13855,1.106222,1.092792,0.907341,0.938557,0.833628,1.375099,1.034782,1.028294,1.245467
"leucylleucine",1.27488,1.647725,0.487256,0.487256,1.503162,1.048745,0.487256,0.487256,1.087744,1.113828,0.951255,1.421005,0.719546,0.799567,0.787827,0.640161,0.487256,0.883028,0.757116,1.1483,0.649385,1.685777,5.316202,1.067274,0.897377,1.516708,0.652401,0.487256,0.549559,0.487256
"leukotriene B4",1.068128,1.336176,1.097849,1.370746,0.733944,0.734811,1.142233,0.714252,0.931872,0.672851,0.672851,0.672851,0.672851,0.672851,0.672851,0.672851,0.672851,0.672851,0.672851,0.672851,0.672851,0.672851,0.672851,0.672851,0.672851,0.672851,0.672851,0.672851,0.672851,0.672851
"levulinate (4-oxovalerate)",0.734339,1.000975,1.070003,0.682857,0.740471,1.124206,1.026734,0.487277,1.176928,0.431854,1.33421,1.34294,0.914201,0.908865,1.42672,0.708944,0.999025,0.586162,1.21115,0.604927,0.745611,1.172752,1.243881,1.125448,1.23488,0.603034,0.995138,2.490698,3.053515,0.593532
"linoleate (18:2n6)",2.759357,3.068423,3.149788,2.679717,2.844267,3.051107,2.918028,3.529572,2.174385,2.66189,0.736378,1.09744,1.133931,0.760756,0.940992,0.786,0.961511,0.788826,0.759388,0.73077,0.865485,0.57619,0.900653,1.038489,1.066574,0.815798,0.900545,0.691353,0.796096,1.220299
"linolenate [alpha or gamma; (18:3n3 or 6)]",1.829806,1.736459,1.526211,1.692181,1.639635,2.31332,1.42632,2.26423,1.084539,1.384796,0.58079,1.304911,1.23257,0.778763,0.945806,0.725979,0.918166,0.763564,0.69053,0.599298,0.593439,0.54643,0.841728,1.152099,1.054194,0.812534,0.854659,0.607118,0.772799,1.334556
"lysine",1.646463,0.579188,0.295353,0.778202,0.769935,0.674497,0.739772,1.273631,0.877372,0.967807,2.604265,0.653407,0.688649,1.523847,1.158064,1.706147,0.8137,2.200006,2.438649,1.032194,1.051169,0.460374,0.777652,0.411546,0.612753,1.074471,1.501358,1.097148,1.554265,1.994737
"malate",1.150619,0.976537,0.446294,1.313659,0.430651,0.941253,1.023463,1.386331,0.633127,0.464791,2.505056,0.96894,2.466945,1.805783,0.460427,0.859045,3.39417,2.434736,1.435692,0.634891,1.204913,0.661011,3.006139,1.26782,0.604925,0.914669,3.113436,0.880286,1.419907,0.54806
"mannose",1.177925,0.755543,1.312971,0.837131,0.57213,0.542668,0.699783,1.292081,1.262032,1.049853,0.906874,1.435961,0.987875,0.710199,0.555183,0.805776,1.86855,1.656583,0.996646,0.476531,0.413286,1.218135,1.003353,0.84539,1.054289,0.794374,1.665686,1.883517,1.444722,1.269819
"margarate (17:0)",1.67259,1.418237,1.318448,1.334841,1.603534,1.323542,1.147761,1.462929,1.066477,0.672283,0.979012,1.020988,1.633061,0.802949,1.038595,0.927904,1.23596,0.888515,1.035667,0.76715,0.772365,0.672283,0.912057,0.858267,0.832781,0.932813,0.729209,0.736349,0.925109,0.672283
"methionine",0.94525,0.89372,0.655791,1.058974,0.843806,0.862046,0.845334,0.584276,0.811285,0.775271,1.027951,1.016742,1.038634,1.242201,0.944066,1.093047,1.165508,1.055855,1.12086,1.283701,1.06898,0.846191,1.297164,0.983258,1.135728,0.965224,1.515191,0.777385,0.798411,1.230069
"methyl palmitate (15 or 2)",0.905946,0.759141,1.04787,0.787216,1.078493,0.767937,0.313449,0.664375,0.997269,0.766962,1.300001,0.869956,0.313449,1.325936,1.309074,1.212473,1.123904,1.373968,1.331775,0.886934,1.040629,0.96701,1.081919,0.920905,0.943333,1.10622,1.226466,1.027129,0.921354,1
"methylphosphate",0.977684,0.71093,0.609841,1.841595,0.59855,1.349693,1.74204,0.426922,0.821911,0.588904,0.729767,0.832482,1.342714,1.311541,0.772281,1.933304,1.474535,0.825371,1.91608,0.586277,0.641975,1.022316,1.195683,1.33249,0.426922,1.453329,0.426922,1.305187,2.085285,0.536146
"myo-inositol",0.801464,0.711671,0.496718,0.595571,0.585907,0.337309,0.727352,0.586581,0.707783,0.876108,1.096913,1.213305,1.501261,1.575433,1.190007,1.018232,1.413266,1.357365,0.937558,1.058226,0.888686,1.059175,1.881623,0.981768,1.173938,1.10604,2.053493,0.775935,0.923611,1.586826
"myristate (14:0)",1.190114,1.231657,1.421125,1.406054,1.120149,1.229138,1.414883,1.369473,1.265965,1.381733,1.126116,1.069258,1.063774,1.007534,0.968202,0.895214,0.992466,0.988806,1.040881,0.752358,0.814213,0.844794,0.959828,0.991859,0.897011,0.900603,0.930202,0.85898,0.927471,0.843463
"myristoleate (14:1n5)",1.259662,1.475032,1.694551,1.791818,1.111476,1.484772,1.614429,1.552621,1.351036,1.501778,0.57674,1.083246,1.109384,1.102118,0.735511,0.7727,1.006735,0.715871,1.007074,0.661358,0.744676,0.724926,0.813036,0.993265,0.798477,0.717786,0.784811,0.797302,0.931058,0.709801
"N-acetyl-beta-alanine",1.967643,0.527237,1.410909,0.935979,0.396677,0.816564,2.521369,0.51121,0.723624,1.026275,1.609984,0.396677,1.038454,0.424723,0.901405,1.08041,2.313241,0.519243,1.60418,0.856529,1.904294,0.560937,12.365444,0.475806,1.359031,0.77131,2.181692,0.396677,0.989799,1.010201
"N-acetylaspartate (NAA)",0.285684,1.017565,0.285684,2.044122,1.128339,1.989377,1.747783,0.285684,1.241291,1,0.713019,0.285684,1.602541,0.285684,0.285684,1.051566,0.285684,0.709715,0.285684,0.820459,0.285684,0.285684,0.824208,0.509514,0.603739,0.674209,1.255615,0.285684,0.53925,0.285684
"N-acetylglycine",1.259058,1.780709,1.203533,1.19676,1.873867,1.531435,1.201849,1.165635,0.778126,0.970347,0.668255,1.038149,1.152324,1.085892,0.377429,0.8845,0.677853,0.855912,0.704872,0.433197,0.994568,1.052645,1.100387,0.868439,0.399317,1.245025,0.773267,1.005432,0.92771,0.520208
"N-acetylmethionine",0.725962,0.725962,0.955849,0.725962,0.725962,0.725962,1.050776,0.725962,0.725962,0.725962,0.725962,0.725962,1.065077,0.725962,0.725962,0.725962,0.973281,0.725962,0.725962,0.725962,0.725962,0.725962,1.054874,0.725962,0.725962,0.725962,1,0.725962,0.725962,0.725962
"N-acetylornithine",0.141512,0.229247,0.285509,0.141512,0.219732,0.141512,0.221491,0.148651,0.141512,0.141512,1.452599,1.299652,1.321249,1.086955,1.264424,0.742123,1.896861,0.953327,1.046673,0.694876,1.137789,1.722983,1.055135,1.259086,1.365732,0.794371,1.645701,0.717097,0.902961,0.66862
"N-acetylserine",1.128614,0.973829,0.461548,1.158562,0.820499,0.461548,1.561289,0.680801,0.997997,0.992478,1.157043,1.002003,1.561019,0.461548,0.461548,0.461548,1.386472,0.689778,0.461548,0.899865,0.614373,1.041633,1.733875,0.811658,1.343117,0.73856,1.59277,0.50396,1.207369,0.461548
"N-acetylthreonine",1.06277,0.888483,1.115628,0.894144,0.948591,0.803161,1.538299,0.919223,0.873825,0.946114,0.803161,1.018587,1.133519,0.897824,1.732799,0.971238,1.25938,0.981413,0.864491,1.067672,1.201483,0.803161,1.405121,0.803161,1.260436,0.803161,1.284641,0.902984,0.961655,1.084507
"n-Butyl Oleate",0.939241,0.467224,0.467224,0.960416,1.124691,0.467224,0.467224,0.49904,0.678127,0.467224,1.42264,0.467224,0.467224,0.467224,0.964859,1.233088,1,1.246866,1.58185,0.467224,0.857558,0.805892,0.467224,0.9389,1.15416,1.411384,1.118356,1.229491,1.840911,0.559004
"N-formylmethionine",1.034017,1,1.006989,0.661367,0.888951,1.103964,1.401814,0.706489,0.747854,0.661367,1.255249,0.782214,1.397262,0.7343,1.004474,1.096599,1.797524,0.752045,0.982279,0.825108,1.035118,0.661367,1.330177,0.722729,0.972575,1.12787,1.739038,0.661367,0.92858,0.852385
"N1-methyladenosine",0.693513,0.673369,0.673369,0.673369,0.673369,0.758024,0.711859,1.131598,0.694529,0.875833,0.731448,0.974031,1.319071,1.071547,0.673369,0.701254,2.082877,1.040362,0.916789,0.732296,1.173793,1.461336,1.664989,1.240073,0.885833,1.017144,1.795275,0.982856,1.086948,1.163335
"nicotinamide",1.034553,0.729428,0.638268,0.96949,1.66002,1.632397,1.868849,0.938229,2.011795,1.826069,1.117684,0.802342,0.627395,0.971234,1.312645,1.542804,1.833461,1.028766,1.642946,2.001811,0.651705,0.621513,0.769262,0.755805,0.730227,1.514822,0.615193,0.315444,1.711535,0.913444
"nonadecanoate (19:0)",1.404311,1.593613,1.231321,1.136459,1.426944,1.693279,1.196186,1.122743,1.161673,1.008284,1.286865,1.09699,0.785727,0.603086,0.84144,0.991716,0.906686,0.564304,1.060687,0.831255,1.154182,0.625976,0.680566,0.898472,0.548312,1.423771,0.405233,0.642414,0.6718,0.554722
"octadecanedioate",0.976731,1.425642,0.698329,0.919291,0.713053,0.901001,0.794096,1.123097,0.982042,0.701606,1.473498,1.210062,1.349304,0.789621,1.065342,0.633386,2.470823,0.965762,1.766417,0.637322,1.234196,0.936176,1.017958,1.132898,0.976969,0.860657,1.361354,1.019018,1.713698,1.188115
"octanoylcarnitine",1.883224,2.135867,1.82238,2.140907,1.334321,1.106176,2.366208,1.215752,0.899369,1.2068,0.355437,0.973991,0.965675,0.546262,0.565778,0.54543,1.699418,0.382119,0.289224,0.181832,2.271298,1.397872,1.172653,1.029373,1.026009,0.769497,0.50722,0.797011,0.647998,0.665725
"oleate (18:1n9)",2.085755,3.487227,3.27922,3.754174,2.475536,3.089427,3.10772,3.961449,2.25251,3.242236,0.503842,1.153708,1.546388,0.765037,0.5031,0.832584,1.103346,0.694784,0.846576,0.4615,0.54333,0.516632,0.821503,1.149677,0.587552,0.896653,0.622548,0.770532,1.228035,0.830506
"oleoylcarnitine",1.106128,1.591846,1.098977,1.946605,1.579827,1.713732,1.508317,1.484562,1.707743,2.093194,0.50362,1.020066,1.302122,1.420637,0.572617,0.671396,0.979738,0.979934,0.656046,0.312113,1.085581,0.674692,0.575983,0.845602,0.748921,0.838896,0.448494,0.725239,1.057913,0.833418
"ornithine",2.138371,0.410966,0.572398,0.80337,0.967631,0.825074,0.661018,1,1.17549,1.984693,2.055488,0.518301,0.410966,1.58494,0.879759,1.341489,0.957985,1.698361,2.992081,1.115458,1.054068,0.495604,1.086023,0.68223,0.773257,0.737499,1.720594,0.873453,1.144382,2.89122
"oxalate (ethanedioate)",0.599551,0.599551,0.994857,0.599551,1.484489,1.201986,0.599551,0.599551,0.599551,0.599551,0.599551,0.66618,0.599551,1,1.285573,0.599551,1.462534,0.599551,0.599551,0.74648,0.599551,0.599551,0.599551,0.599551,0.886657,0.599551,0.599551,1.580748,0.599551,0.599551
"p-cresol sulfate",0.854567,0.633297,0.857495,0.991315,0.909775,0.741503,1.063571,0.83553,0.924931,0.749865,1.656019,0.774097,1.53979,1.537072,1.057425,0.96924,2.038271,1.049876,1.448464,1.304513,0.79932,0.739525,1.49028,1.508401,1.008685,0.676299,3.098124,0.445896,1.421587,1.388113
"palmitate (16:0)",1.493883,1.605215,1.521475,1.802207,1.469572,1.494683,1.497586,1.759871,1.377647,1.629738,0.933678,1.215127,1.25213,0.837766,0.92588,0.938205,1.025107,0.886516,1.025278,0.675054,0.793347,0.774777,0.934121,0.992426,0.854806,1.007574,0.834481,0.828305,0.983698,0.944718
"palmitoleate (16:1n7)",1.691824,2.478781,2.325198,3.412726,1.713216,2.441998,2.830561,3.232131,2.409519,2.73526,0.622874,1.623214,1.426378,0.86049,0.759733,0.699207,1.27906,0.677501,0.919679,0.533771,0.496134,0.682154,1.005953,0.994047,0.621448,0.690432,0.630808,0.597836,1.064456,0.79954
"palmitoyl sphingomyelin",1.273784,1.03413,0.774787,1.836653,0.862667,1.228499,1.807314,1.186561,1.122748,1.035972,0.732681,0.631143,0.732047,1.116973,0.590039,1.065981,0.824251,1.170884,1.532187,0.550058,0.700041,0.72306,0.930233,1.081246,0.760409,1.310218,0.865331,0.96587,1.202134,0.58978
"pantothenate",0.6335,1.174639,0.636846,0.628228,0.556262,0.45926,0.66583,0.562702,0.83757,0.600934,1.138677,2.580759,1.297163,1.210598,0.72992,1.204862,1.550792,1.653825,1.311106,0.799358,1.014888,1.71613,1.315274,0.985112,0.742744,0.810231,1.450137,0.766965,1.346426,1.039252
"pelargonate (9:0)",0.892871,1.244334,1.543175,1.152077,0.781242,0.867727,1.428696,0.876478,1.209397,0.671229,1.097908,1.043922,1.417635,0.887143,0.91668,0.722392,1.33544,0.740553,1.190976,0.55575,0.956078,1.106727,0.908049,1.328966,1.179394,0.878047,0.837265,1.432533,1.397582,0.704206
"phenol sulfate",1.027685,0.865116,1.698898,0.975213,0.954994,1.005886,0.862984,0.574863,0.880236,0.885128,0.834735,0.795745,0.935906,1.082696,1.541893,1.022468,1.313757,1.03164,0.94694,1.525453,1.112349,0.9464,1.34375,0.945559,2.27073,0.994114,3.860073,1.108549,0.964634,1.478814
"phenylacetate",1.002932,0.718433,1.112332,0.708252,0.696893,0.858527,0.98676,0.554262,0.979782,0.669859,1.426348,1.206571,1.816635,1.661708,0.737013,0.814174,2.313691,0.92184,1.490349,1.355449,1.103594,0.933678,0.997068,1.373756,0.861658,1.275558,1.495835,0.56972,1.449562,1.25015
"phenylacetylglutamine",0.652929,0.897767,1.09244,0.891105,0.698158,0.673729,1.143126,0.780806,0.695827,0.578525,1.327971,0.708999,1.713107,1.195929,1.543275,0.728902,2.47787,0.922815,1.24831,1.155497,0.736188,1.055159,1.740943,1.290561,0.944841,0.940113,1.511457,0.417143,1.479061,1.236785
